id_arco,nodo_inicio,nodo_fin,clase_id,comuna_id,calle_id,TT1,TT2,TT3,TT4,TT5,TT6,TT7,TT8,TT9,TT10,TT11,TT12,TT13,TT14,TT15,TT16,TT17,TT18,TT19,TT20,TT21,TT22,TT23,TT24,TT25,TT26,TT27,TT28,TT29,TT30,TT31,TT32,TT33,TT34,TT35,TT36,TT37,TT38,TT39,TT40,TT41,TT42,TT43,TT44,TT45,TT46,TT47,TT48
774868639,7231168198,7231168176,1,8,8,1290,1290,1290,1290,1290,1290,1290,1290,1290,1290,1290,1290,1710,1710,2550,2550,2550,2550,1710,1710,1710,1710,1710,1710,1710,1710,1710,1710,1710,1710,1710,1710,1710,1710,1710,1710,2550,2550,2550,2550,1710,1710,1290,1290,1290,1290,1290,1290
